recording_id,species_key,scientific_name,common_name,author,rating,latitude,longitude,file_path,split_role
XC799750,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Dante Buzzetti,4.0,-9.2856,-50.0142,data/BirdClef/train_audio/pabspi1/XC799750.ogg,gallery
XC80876,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeremy Minns,5.0,-9.2334,-50.01,data/BirdClef/train_audio/pabspi1/XC80876.ogg,gallery
XC698645,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Tulio Dornas,5.0,-6.6875,-47.8372,data/BirdClef/train_audio/pabspi1/XC698645.ogg,gallery
XC883509,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Capella,5.0,-6.3584,-50.4466,data/BirdClef/train_audio/pabspi1/XC883509.ogg,gallery
XC402860,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Tulio Dornas,4.0,-4.9444,-49.3686,data/BirdClef/train_audio/pabspi1/XC402860.ogg,gallery
XC147217,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Josh Engel,5.0,-3.8141,-46.8045,data/BirdClef/train_audio/pabspi1/XC147217.ogg,gallery
XC302161,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeremy Minns,5.0,-3.2231,-59.8664,data/BirdClef/train_audio/pabspi1/XC302161.ogg,gallery
XC302159,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeremy Minns,3.5,-3.2231,-59.8664,data/BirdClef/train_audio/pabspi1/XC302159.ogg,gallery
XC690821,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Dante Buzzetti,4.0,0.9652,-50.0582,data/BirdClef/train_audio/pabspi1/XC690821.ogg,gallery
XC939556,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,JAYRSON ARAUJO DE OLIVEIRA,4.5,1.4022,-60.9869,data/BirdClef/train_audio/pabspi1/XC939556.ogg,gallery
XC939555,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,JAYRSON ARAUJO DE OLIVEIRA,5.0,1.4022,-60.9869,data/BirdClef/train_audio/pabspi1/XC939555.ogg,gallery
XC317535,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeremy Minns,5.0,3.2001,-60.5667,data/BirdClef/train_audio/pabspi1/XC317535.ogg,gallery
XC279245,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeremy Minns,5.0,3.2001,-60.5667,data/BirdClef/train_audio/pabspi1/XC279245.ogg,gallery
XC439898,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Juan Pablo Arboleda,5.0,3.2966,-76.5085,data/BirdClef/train_audio/pabspi1/XC439898.ogg,gallery
XC122704,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jon King,5.0,3.473,-60.8972,data/BirdClef/train_audio/pabspi1/XC122704.ogg,gallery
XC166923,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Ottavio Janni,5.0,3.8627,-67.9688,data/BirdClef/train_audio/pabspi1/XC166923.ogg,gallery
XC724979,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Katherine Moreno,4.5,4.3492,-75.1772,data/BirdClef/train_audio/pabspi1/XC724979.ogg,gallery
XC560175,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jerome Fischer,4.0,4.351,-74.652,data/BirdClef/train_audio/pabspi1/XC560175.ogg,gallery
XC386428,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Yair Guillermo Molina Martínez.,4.0,4.3574,-75.1177,data/BirdClef/train_audio/pabspi1/XC386428.ogg,gallery
XC1018336,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Smily Varon,3.0,4.376,-72.721,data/BirdClef/train_audio/pabspi1/XC1018336.ogg,gallery
XC376475,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Yair Guillermo Molina Martínez.,5.0,4.4667,-75.2001,data/BirdClef/train_audio/pabspi1/XC376475.ogg,gallery
XC902967,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Nelsy Niño R,5.0,4.5031,-73.3431,data/BirdClef/train_audio/pabspi1/XC902967.ogg,gallery
XC573307,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Arcadio Marin ,5.0,4.5727,-74.5058,data/BirdClef/train_audio/pabspi1/XC573307.ogg,gallery
XC593319,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,J. Alejandro Camacho,5.0,4.6267,-75.6349,data/BirdClef/train_audio/pabspi1/XC593319.ogg,gallery
XC480014,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Brice de la Croix,3.0,4.7216,-52.3073,data/BirdClef/train_audio/pabspi1/XC480014.ogg,gallery
XC771680,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,David Monroy Rengifo,4.0,4.7816,-75.7321,data/BirdClef/train_audio/pabspi1/XC771680.ogg,gallery
XC420625,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,JUAN CARLOS NOREÑA TOBÓN,5.0,4.8299,-75.6963,data/BirdClef/train_audio/pabspi1/XC420625.ogg,gallery
XC420624,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,JUAN CARLOS NOREÑA TOBÓN,5.0,4.8299,-75.6963,data/BirdClef/train_audio/pabspi1/XC420624.ogg,gallery
XC455593,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,David Monroy Rengifo,5.0,4.843,-75.8187,data/BirdClef/train_audio/pabspi1/XC455593.ogg,gallery
XC816671,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,David Monroy Rengifo,3.5,4.843,-75.8187,data/BirdClef/train_audio/pabspi1/XC816671.ogg,gallery
XC771595,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,David Monroy Rengifo,4.0,4.843,-75.8187,data/BirdClef/train_audio/pabspi1/XC771595.ogg,gallery
XC348991,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Nick Bayly,4.5,4.8865,-74.4711,data/BirdClef/train_audio/pabspi1/XC348991.ogg,gallery
XC414146,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Miguel Angel Muñoz Amaya,5.0,4.8969,-74.4512,data/BirdClef/train_audio/pabspi1/XC414146.ogg,gallery
XC188221,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeisson Poveda,4.0,4.9075,-75.0447,data/BirdClef/train_audio/pabspi1/XC188221.ogg,gallery
XC158012,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeisson Poveda,4.0,4.9249,-75.0547,data/BirdClef/train_audio/pabspi1/XC158012.ogg,gallery
XC158030,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jeisson Poveda,3.0,4.9252,-75.0524,data/BirdClef/train_audio/pabspi1/XC158030.ogg,gallery
XC499569,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Nattaly Tejeiro-M,5.0,5.0756,-72.4458,data/BirdClef/train_audio/pabspi1/XC499569.ogg,gallery
XC573789,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Fabio Agudelo Zapata,3.0,5.1036,-75.9426,data/BirdClef/train_audio/pabspi1/XC573789.ogg,gallery
XC381339,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Andres Angulo ,4.0,5.1272,-74.5699,data/BirdClef/train_audio/pabspi1/XC381339.ogg,gallery
XC338086,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Andrés Mauricio López,4.0,5.144,-75.0594,data/BirdClef/train_audio/pabspi1/XC338086.ogg,gallery
XC244902,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Oscar Humberto Marín Gómez &amp; Juan Pablo López,4.0,5.145,-70.9575,data/BirdClef/train_audio/pabspi1/XC244902.ogg,gallery
XC532314,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Sergio Córdoba-Córdoba (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,5.2461,-75.6853,data/BirdClef/train_audio/pabspi1/XC532314.ogg,gallery
XC654059,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Erick Nicolás Patiño Acosta,4.0,5.2486,-74.2618,data/BirdClef/train_audio/pabspi1/XC654059.ogg,gallery
XC654057,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Erick Nicolás Patiño Acosta,5.0,5.2572,-74.2646,data/BirdClef/train_audio/pabspi1/XC654057.ogg,gallery
XC654058,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Erick Nicolás Patiño Acosta,3.5,5.2572,-74.2646,data/BirdClef/train_audio/pabspi1/XC654058.ogg,gallery
XC936969,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Yair Guillermo Molina Martínez.,5.0,5.2875,-74.8617,data/BirdClef/train_audio/pabspi1/XC936969.ogg,gallery
XC936803,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Yair Guillermo Molina Martínez.,5.0,5.2875,-74.8617,data/BirdClef/train_audio/pabspi1/XC936803.ogg,gallery
XC823782,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Hans Groot,5.0,5.4634,-55.2294,data/BirdClef/train_audio/pabspi1/XC823782.ogg,gallery
XC148215,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,5.5742,-74.9,data/BirdClef/train_audio/pabspi1/XC148215.ogg,gallery
XC148212,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt),3.5,5.5742,-74.9,data/BirdClef/train_audio/pabspi1/XC148212.ogg,gallery
XC490522,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Isain Contreras Rodríguez,4.0,5.5963,-75.8214,data/BirdClef/train_audio/pabspi1/XC490522.ogg,gallery
XC386847,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Diana Carolina Macana,3.0,5.775,-73.5507,data/BirdClef/train_audio/pabspi1/XC386847.ogg,gallery
XC516433,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Rolf A. de By,5.0,5.8644,-55.2066,data/BirdClef/train_audio/pabspi1/XC516433.ogg,gallery
XC74983,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Lane,4.5,5.9001,-55.2301,data/BirdClef/train_audio/pabspi1/XC74983.ogg,gallery
XC74981,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Lane,4.5,5.9001,-55.2301,data/BirdClef/train_audio/pabspi1/XC74981.ogg,gallery
XC163998,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Danny Zapata-Henao,4.0,6.1385,-75.6087,data/BirdClef/train_audio/pabspi1/XC163998.ogg,gallery
XC202024,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Danny Zapata-Henao,4.0,6.2673,-75.5835,data/BirdClef/train_audio/pabspi1/XC202024.ogg,gallery
XC288225,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Danny Zapata-Henao,3.5,6.4055,-75.1477,data/BirdClef/train_audio/pabspi1/XC288225.ogg,gallery
XC785601,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Fabian Cote Navarro,5.0,7.0994,-73.0847,data/BirdClef/train_audio/pabspi1/XC785601.ogg,gallery
XC837619,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Francisco contreras,5.0,7.803,-72.1986,data/BirdClef/train_audio/pabspi1/XC837619.ogg,gallery
XC66029,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Lane,5.0,8.874,-68.258,data/BirdClef/train_audio/pabspi1/XC66029.ogg,gallery
XC66027,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Lane,5.0,8.874,-68.258,data/BirdClef/train_audio/pabspi1/XC66027.ogg,gallery
XC66030,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Daniel Lane,4.0,8.874,-68.258,data/BirdClef/train_audio/pabspi1/XC66030.ogg,gallery
XC278656,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Oscar Campbell,5.0,9.4394,-84.1605,data/BirdClef/train_audio/pabspi1/XC278656.ogg,gallery
XC721789,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jerome Fischer,4.0,9.7285,-84.5187,data/BirdClef/train_audio/pabspi1/XC721789.ogg,gallery
XC524086,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,9.9,-75.1167,data/BirdClef/train_audio/pabspi1/XC524086.ogg,gallery
XC524085,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),4.0,9.9,-75.1167,data/BirdClef/train_audio/pabspi1/XC524085.ogg,gallery
XC154276,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Albert Lastukhin,4.0,9.9039,-71.1039,data/BirdClef/train_audio/pabspi1/XC154276.ogg,gallery
XC139767,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Albert Lastukhin,3.0,10.0339,-69.5648,data/BirdClef/train_audio/pabspi1/XC139767.ogg,gallery
XC192269,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Thore Noernberg,4.0,10.1988,-63.4418,data/BirdClef/train_audio/pabspi1/XC192269.ogg,gallery
XC444973,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Jerome Fischer,5.0,11.096,-74.0822,data/BirdClef/train_audio/pabspi1/XC444973.ogg,gallery
XC353740,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Ross Gallardy,5.0,11.1057,-74.0421,data/BirdClef/train_audio/pabspi1/XC353740.ogg,gallery
XC316452,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Guy Kirwan,4.0,11.1118,-74.0976,data/BirdClef/train_audio/pabspi1/XC316452.ogg,gallery
XC479882,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Rolf A. de By,5.0,11.1118,-74.0976,data/BirdClef/train_audio/pabspi1/XC479882.ogg,gallery
XC479881,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Rolf A. de By,5.0,11.1118,-74.0976,data/BirdClef/train_audio/pabspi1/XC479881.ogg,gallery
XC331807,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Diego Calderon-F.,4.0,11.4317,-73.0714,data/BirdClef/train_audio/pabspi1/XC331807.ogg,gallery
XC629974,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Francisco contreras,5.0,11.4947,-69.5128,data/BirdClef/train_audio/pabspi1/XC629974.ogg,gallery
XC581867,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Francisco contreras,4.0,11.4947,-69.5128,data/BirdClef/train_audio/pabspi1/XC581867.ogg,gallery
XC579433,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Francisco contreras,4.0,11.4947,-69.5128,data/BirdClef/train_audio/pabspi1/XC579433.ogg,gallery
XC837801,pabspi1,Synallaxis albescens,Pale-breasted Spinetail,Francisco contreras,5.0,11.8168,-69.9414,data/BirdClef/train_audio/pabspi1/XC837801.ogg,gallery
XC202263,pirfly1,Legatus leucophaius,Piratic Flycatcher,João Gava Just,4.0,-28.6431,-49.471,data/BirdClef/train_audio/pirfly1/XC202263.ogg,gallery
XC176292,pirfly1,Legatus leucophaius,Piratic Flycatcher,João Antônio de B. Vitto,4.0,-28.5186,-49.3243,data/BirdClef/train_audio/pirfly1/XC176292.ogg,gallery
XC484284,pirfly1,Legatus leucophaius,Piratic Flycatcher,Rosendo Manuel Fraga,4.0,-26.8071,-54.1043,data/BirdClef/train_audio/pirfly1/XC484284.ogg,gallery
XC170466,pirfly1,Legatus leucophaius,Piratic Flycatcher,Antonio de Almeida Correia Junior,4.0,-26.4895,-52.2009,data/BirdClef/train_audio/pirfly1/XC170466.ogg,gallery
XC196097,pirfly1,Legatus leucophaius,Piratic Flycatcher,André J. Pieri,4.0,-25.6919,-53.8499,data/BirdClef/train_audio/pirfly1/XC196097.ogg,gallery
XC477336,pirfly1,Legatus leucophaius,Piratic Flycatcher,Rosendo Manuel Fraga,4.0,-24.2886,-64.3886,data/BirdClef/train_audio/pirfly1/XC477336.ogg,gallery
XC611401,pirfly1,Legatus leucophaius,Piratic Flycatcher,Dante Buzzetti,3.0,-24.1859,-46.9118,data/BirdClef/train_audio/pirfly1/XC611401.ogg,gallery
XC206136,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,4.5,-24.1834,-46.9001,data/BirdClef/train_audio/pirfly1/XC206136.ogg,gallery
XC82142,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,3.5,-24.1834,-46.9001,data/BirdClef/train_audio/pirfly1/XC82142.ogg,gallery
XC187991,pirfly1,Legatus leucophaius,Piratic Flycatcher,Marcos Melo,3.5,-23.9557,-46.6503,data/BirdClef/train_audio/pirfly1/XC187991.ogg,gallery
XC155528,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eduardo D. Schultz,3.0,-23.8312,-45.3495,data/BirdClef/train_audio/pirfly1/XC155528.ogg,gallery
XC206137,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,4.0,-23.6334,-45.8667,data/BirdClef/train_audio/pirfly1/XC206137.ogg,gallery
XC890921,pirfly1,Legatus leucophaius,Piratic Flycatcher,Dante Buzzetti,4.0,-23.5481,-45.2976,data/BirdClef/train_audio/pirfly1/XC890921.ogg,gallery
XC210080,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,4.5,-23.5111,-45.174,data/BirdClef/train_audio/pirfly1/XC210080.ogg,gallery
XC206133,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,5.0,-23.4727,-45.1892,data/BirdClef/train_audio/pirfly1/XC206133.ogg,gallery
XC305388,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,3.5,-23.4727,-45.1892,data/BirdClef/train_audio/pirfly1/XC305388.ogg,gallery
XC82246,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,3.5,-23.4727,-45.1892,data/BirdClef/train_audio/pirfly1/XC82246.ogg,gallery
XC82245,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,3.5,-23.4727,-45.1892,data/BirdClef/train_audio/pirfly1/XC82245.ogg,gallery
XC678133,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-23.462,-45.167,data/BirdClef/train_audio/pirfly1/XC678133.ogg,gallery
XC678131,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-23.462,-45.167,data/BirdClef/train_audio/pirfly1/XC678131.ogg,gallery
XC285192,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jerome Fischer,5.0,-23.397,-45.064,data/BirdClef/train_audio/pirfly1/XC285192.ogg,gallery
XC1017616,pirfly1,Legatus leucophaius,Piratic Flycatcher,Dante Buzzetti,4.0,-23.375,-46.4883,data/BirdClef/train_audio/pirfly1/XC1017616.ogg,gallery
XC895859,pirfly1,Legatus leucophaius,Piratic Flycatcher,Dante Buzzetti,4.0,-23.375,-46.4883,data/BirdClef/train_audio/pirfly1/XC895859.ogg,gallery
XC206138,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jeremy Minns,3.5,-23.3731,-44.9689,data/BirdClef/train_audio/pirfly1/XC206138.ogg,gallery
XC589780,pirfly1,Legatus leucophaius,Piratic Flycatcher,Marcos Melo,4.5,-23.0254,-44.5558,data/BirdClef/train_audio/pirfly1/XC589780.ogg,gallery
XC973611,pirfly1,Legatus leucophaius,Piratic Flycatcher,Rodrigo Dela Rosa,4.0,-23.0235,-45.9726,data/BirdClef/train_audio/pirfly1/XC973611.ogg,gallery
XC678119,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,5.0,-23.0167,-44.5167,data/BirdClef/train_audio/pirfly1/XC678119.ogg,gallery
XC447911,pirfly1,Legatus leucophaius,Piratic Flycatcher,Victor Antonelli,5.0,-22.8842,-48.4442,data/BirdClef/train_audio/pirfly1/XC447911.ogg,gallery
XC344127,pirfly1,Legatus leucophaius,Piratic Flycatcher,Rodrigo Dela Rosa,3.5,-22.8745,-45.8655,data/BirdClef/train_audio/pirfly1/XC344127.ogg,gallery
XC253139,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eric DeFonso,4.5,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC253139.ogg,gallery
XC131343,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eric DeFonso,5.0,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC131343.ogg,gallery
XC131322,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eric DeFonso,5.0,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC131322.ogg,gallery
XC131097,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eric DeFonso,4.0,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC131097.ogg,gallery
XC130862,pirfly1,Legatus leucophaius,Piratic Flycatcher,Eric DeFonso,3.0,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC130862.ogg,gallery
XC288951,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jerome Fischer,5.0,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC288951.ogg,gallery
XC288202,pirfly1,Legatus leucophaius,Piratic Flycatcher,Jerome Fischer,4.5,-22.4508,-42.7735,data/BirdClef/train_audio/pirfly1/XC288202.ogg,gallery
XC388734,pirfly1,Legatus leucophaius,Piratic Flycatcher,Bobby Wilcox,4.0,-22.4179,-42.7379,data/BirdClef/train_audio/pirfly1/XC388734.ogg,gallery
XC503655,pirfly1,Legatus leucophaius,Piratic Flycatcher,Ricardo José Mitidieri,5.0,-22.4176,-44.7243,data/BirdClef/train_audio/pirfly1/XC503655.ogg,gallery
XC115776,pirfly1,Legatus leucophaius,Piratic Flycatcher,Noé Eiterer,4.0,-20.79,-42.8882,data/BirdClef/train_audio/pirfly1/XC115776.ogg,gallery
XC299076,pirfly1,Legatus leucophaius,Piratic Flycatcher,Fernando Igor de Godoy,4.0,-20.442,-52.8782,data/BirdClef/train_audio/pirfly1/XC299076.ogg,gallery
XC863770,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-18.9287,-51.679,data/BirdClef/train_audio/pirfly1/XC863770.ogg,gallery
XC863741,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-18.9287,-51.679,data/BirdClef/train_audio/pirfly1/XC863741.ogg,gallery
XC863719,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,5.0,-18.9287,-51.679,data/BirdClef/train_audio/pirfly1/XC863719.ogg,gallery
XC838434,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-18.9287,-51.679,data/BirdClef/train_audio/pirfly1/XC838434.ogg,gallery
XC164869,pirfly1,Legatus leucophaius,Piratic Flycatcher,Christian Regis da Silva,3.0,-18.8581,-43.396,data/BirdClef/train_audio/pirfly1/XC164869.ogg,gallery
XC2577,pirfly1,Legatus leucophaius,Piratic Flycatcher,Sjoerd Mayer,4.5,-17.468,-63.661,data/BirdClef/train_audio/pirfly1/XC2577.ogg,gallery
XC471082,pirfly1,Legatus leucophaius,Piratic Flycatcher,Rolf A. de By,4.0,-17.1028,-64.7792,data/BirdClef/train_audio/pirfly1/XC471082.ogg,gallery
XC407701,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.62,-56.732,data/BirdClef/train_audio/pirfly1/XC407701.ogg,gallery
XC704366,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.6003,-49.2802,data/BirdClef/train_audio/pirfly1/XC704366.ogg,gallery
XC704365,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.6003,-49.2802,data/BirdClef/train_audio/pirfly1/XC704365.ogg,gallery
XC757297,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,3.5,-16.5456,-49.1572,data/BirdClef/train_audio/pirfly1/XC757297.ogg,gallery
XC705746,pirfly1,Legatus leucophaius,Piratic Flycatcher,Fernando Igor de Godoy,5.0,-16.4525,-39.2554,data/BirdClef/train_audio/pirfly1/XC705746.ogg,gallery
XC325461,pirfly1,Legatus leucophaius,Piratic Flycatcher,Fernando Igor de Godoy,5.0,-16.4525,-39.2554,data/BirdClef/train_audio/pirfly1/XC325461.ogg,gallery
XC356446,pirfly1,Legatus leucophaius,Piratic Flycatcher,Daniel Blamires,3.0,-16.4456,-51.1201,data/BirdClef/train_audio/pirfly1/XC356446.ogg,gallery
XC675142,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-16.4314,-49.1459,data/BirdClef/train_audio/pirfly1/XC675142.ogg,gallery
XC325460,pirfly1,Legatus leucophaius,Piratic Flycatcher,Fernando Igor de Godoy,4.0,-16.2891,-39.335,data/BirdClef/train_audio/pirfly1/XC325460.ogg,gallery
XC401102,pirfly1,Legatus leucophaius,Piratic Flycatcher,Breno Dias Vitorino,4.0,-15.6421,-57.1899,data/BirdClef/train_audio/pirfly1/XC401102.ogg,gallery
XC345972,pirfly1,Legatus leucophaius,Piratic Flycatcher,Pedro Diniz,5.0,-15.518,-47.9734,data/BirdClef/train_audio/pirfly1/XC345972.ogg,gallery
XC506364,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,4.5,-15.2144,-51.1947,data/BirdClef/train_audio/pirfly1/XC506364.ogg,gallery
XC704008,pirfly1,Legatus leucophaius,Piratic Flycatcher,Richard E. Webster,3.5,-14.7949,-64.9745,data/BirdClef/train_audio/pirfly1/XC704008.ogg,gallery
XC704014,pirfly1,Legatus leucophaius,Piratic Flycatcher,Richard E. Webster,4.5,-14.7306,-64.947,data/BirdClef/train_audio/pirfly1/XC704014.ogg,gallery
XC704011,pirfly1,Legatus leucophaius,Piratic Flycatcher,Richard E. Webster,4.5,-14.7306,-64.947,data/BirdClef/train_audio/pirfly1/XC704011.ogg,gallery
XC354366,pirfly1,Legatus leucophaius,Piratic Flycatcher,Mateus G. Santos ,5.0,-14.5458,-40.271,data/BirdClef/train_audio/pirfly1/XC354366.ogg,gallery
XC859262,pirfly1,Legatus leucophaius,Piratic Flycatcher,Richard E. Webster,4.0,-14.4259,-67.9167,data/BirdClef/train_audio/pirfly1/XC859262.ogg,gallery
XC838000,pirfly1,Legatus leucophaius,Piratic Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,3.5,-14.0858,-50.8244,data/BirdClef/train_audio/pirfly1/XC838000.ogg,gallery
XC91,pirfly1,Legatus leucophaius,Piratic Flycatcher,Bob Planqué,4.0,-12.856,-69.362,data/BirdClef/train_audio/pirfly1/XC91.ogg,gallery
XC962955,pirfly1,Legatus leucophaius,Piratic Flycatcher,Richard E. Webster,4.5,-12.5358,-69.0499,data/BirdClef/train_audio/pirfly1/XC962955.ogg,gallery
XC63591,pirfly1,Legatus leucophaius,Piratic Flycatcher,Joseph Tobias and Nathalie Seddon,4.0,-11.8667,-71.3667,data/BirdClef/train_audio/pirfly1/XC63591.ogg,gallery
XC63590,pirfly1,Legatus leucophaius,Piratic Flycatcher,Joseph Tobias and Nathalie Seddon,4.0,-11.8667,-71.3667,data/BirdClef/train_audio/pirfly1/XC63590.ogg,gallery
